material,material_type
MAT006233,Material_Type_1
MAT006234,Material_Type_2
MAT006235,Material_Type_2
MAT006236,Material_Type_1
MAT006237,Material_Type_1
MAT006238,Material_Type_1
MAT006239,Material_Type_1
MAT006240,Material_Type_2
MAT006241,Material_Type_1
MAT006242,Material_Type_1
MAT006243,Material_Type_2
MAT006244,Material_Type_2
MAT006245,Material_Type_2
MAT006246,Material_Type_2
MAT006247,Material_Type_1
MAT006248,Material_Type_1
MAT006249,Material_Type_1
MAT006250,Material_Type_2
MAT006251,Material_Type_1
MAT006252,Material_Type_1
MAT006253,Material_Type_1
MAT006254,Material_Type_1
MAT006255,Material_Type_1
MAT006256,Material_Type_1
MAT006257,Material_Type_2
MAT006258,Material_Type_2
MAT006259,Material_Type_1
MAT006260,Material_Type_1
MAT006261,Material_Type_1
MAT006262,Material_Type_2
MAT006263,Material_Type_2
MAT006264,Material_Type_2
MAT006265,Material_Type_2
MAT006266,Material_Type_1
MAT006267,Material_Type_1
MAT006268,Material_Type_2
MAT006269,Material_Type_1
MAT006270,Material_Type_2
MAT006271,Material_Type_1
MAT006272,Material_Type_2
MAT006273,Material_Type_1
MAT006274,Material_Type_1
MAT006275,Material_Type_1
MAT006276,Material_Type_1
MAT006277,Material_Type_1
MAT006278,Material_Type_1
MAT006279,Material_Type_2
MAT006280,Material_Type_2
MAT006281,Material_Type_1
MAT006282,Material_Type_2
MAT006283,Material_Type_1
MAT006284,Material_Type_1
MAT006285,Material_Type_2
MAT006286,Material_Type_1
MAT006287,Material_Type_1
MAT006288,Material_Type_2
MAT006289,Material_Type_2
MAT006290,Material_Type_1
MAT006291,Material_Type_2
MAT006292,Material_Type_2
MAT006293,Material_Type_1
MAT006294,Material_Type_1
MAT006295,Material_Type_1
MAT006296,Material_Type_2
MAT006297,Material_Type_1
MAT006298,Material_Type_2
MAT006299,Material_Type_2
MAT006300,Material_Type_2
MAT006301,Material_Type_1
MAT006302,Material_Type_2
MAT006303,Material_Type_1
MAT006304,Material_Type_1
MAT006305,Material_Type_2
MAT006306,Material_Type_2
MAT006307,Material_Type_1
MAT006308,Material_Type_1
MAT006309,Material_Type_2
MAT006310,Material_Type_1
MAT006311,Material_Type_2
MAT006312,Material_Type_2
MAT006313,Material_Type_1
MAT006314,Material_Type_1
MAT006315,Material_Type_1
MAT006316,Material_Type_1
MAT006317,Material_Type_2
MAT006318,Material_Type_2
MAT006319,Material_Type_2
MAT006320,Material_Type_2
MAT006321,Material_Type_2
MAT006322,Material_Type_2
MAT006323,Material_Type_1
MAT006324,Material_Type_2
MAT006325,Material_Type_1
MAT006326,Material_Type_1
MAT006327,Material_Type_2
MAT006328,Material_Type_2
MAT006329,Material_Type_2
MAT006330,Material_Type_2
MAT006331,Material_Type_2
MAT006332,Material_Type_1
MAT006333,Material_Type_1
MAT006334,Material_Type_1
MAT006335,Material_Type_1
MAT006336,Material_Type_2
MAT006337,Material_Type_1
MAT006338,Material_Type_1
MAT006339,Material_Type_1
MAT006340,Material_Type_2
MAT006341,Material_Type_2
MAT006342,Material_Type_2
MAT006343,Material_Type_1
MAT006344,Material_Type_2
MAT006345,Material_Type_1
MAT006346,Material_Type_1
MAT006347,Material_Type_1
MAT006348,Material_Type_2
MAT006349,Material_Type_1
MAT006350,Material_Type_1
MAT006351,Material_Type_1
MAT006352,Material_Type_2
MAT006353,Material_Type_1
MAT006354,Material_Type_1
MAT006355,Material_Type_2
MAT006356,Material_Type_2
MAT006357,Material_Type_2
MAT006358,Material_Type_1
MAT006359,Material_Type_2
MAT006360,Material_Type_1
MAT006361,Material_Type_2
MAT006362,Material_Type_2
MAT006363,Material_Type_2
MAT006364,Material_Type_1
MAT006365,Material_Type_1
MAT006366,Material_Type_1
MAT006367,Material_Type_2
MAT006368,Material_Type_2
MAT006369,Material_Type_2
MAT006370,Material_Type_2
MAT006371,Material_Type_1
MAT006372,Material_Type_1
MAT006373,Material_Type_2
MAT006374,Material_Type_2
MAT006375,Material_Type_2
MAT006376,Material_Type_1
MAT006377,Material_Type_2
MAT006378,Material_Type_2
MAT006379,Material_Type_2
MAT006380,Material_Type_1
MAT006381,Material_Type_1
MAT006382,Material_Type_2
MAT006383,Material_Type_2
MAT006384,Material_Type_1
MAT006385,Material_Type_2
MAT006386,Material_Type_2
MAT006387,Material_Type_2
MAT006388,Material_Type_1
MAT006389,Material_Type_2
MAT006390,Material_Type_2
MAT006391,Material_Type_1
MAT006392,Material_Type_1
MAT006393,Material_Type_1
MAT006394,Material_Type_1
MAT006395,Material_Type_2
MAT006396,Material_Type_1
MAT006397,Material_Type_2
MAT006398,Material_Type_1
MAT006399,Material_Type_1
MAT006400,Material_Type_1
MAT006401,Material_Type_2
MAT006402,Material_Type_2
MAT006403,Material_Type_1
MAT006404,Material_Type_2
MAT006405,Material_Type_2
MAT006406,Material_Type_2
MAT006407,Material_Type_2
MAT006408,Material_Type_1
MAT006409,Material_Type_1
MAT006410,Material_Type_1
MAT006411,Material_Type_2
MAT006412,Material_Type_1
MAT006413,Material_Type_1
MAT006414,Material_Type_2
MAT006415,Material_Type_2
MAT006416,Material_Type_2
MAT006417,Material_Type_1
MAT006418,Material_Type_2
MAT006419,Material_Type_1
MAT006420,Material_Type_1
MAT006421,Material_Type_1
MAT006422,Material_Type_2
MAT006423,Material_Type_2
MAT006424,Material_Type_2
MAT006425,Material_Type_2
MAT006426,Material_Type_2
MAT006427,Material_Type_1
MAT006428,Material_Type_1
MAT006429,Material_Type_1
MAT006430,Material_Type_1
MAT006431,Material_Type_1
MAT006432,Material_Type_2
MAT006433,Material_Type_2
MAT006434,Material_Type_2
MAT006435,Material_Type_2
MAT006436,Material_Type_1
MAT006437,Material_Type_1
MAT006438,Material_Type_2
MAT006439,Material_Type_1
MAT006440,Material_Type_2
MAT006441,Material_Type_2
MAT006442,Material_Type_2
MAT006443,Material_Type_1
MAT006444,Material_Type_1
MAT006445,Material_Type_1
MAT006446,Material_Type_2
MAT006447,Material_Type_2
MAT006448,Material_Type_1
MAT006449,Material_Type_2
MAT006450,Material_Type_2
MAT006451,Material_Type_1
MAT006452,Material_Type_1
MAT006453,Material_Type_1
MAT006454,Material_Type_2
MAT006455,Material_Type_1
MAT006456,Material_Type_1
MAT006457,Material_Type_1
MAT006458,Material_Type_2
MAT006459,Material_Type_2
MAT006460,Material_Type_2
MAT006461,Material_Type_2
MAT006462,Material_Type_2
MAT006463,Material_Type_2
MAT006464,Material_Type_2
MAT006465,Material_Type_1
MAT006466,Material_Type_1
MAT006467,Material_Type_2
MAT006468,Material_Type_1
MAT006469,Material_Type_1
MAT006470,Material_Type_1
MAT006471,Material_Type_1
MAT006472,Material_Type_2
MAT006473,Material_Type_2
MAT006474,Material_Type_2
MAT006475,Material_Type_2
MAT006476,Material_Type_2
MAT006477,Material_Type_1
MAT006478,Material_Type_2
MAT006479,Material_Type_1
MAT006480,Material_Type_1
MAT006481,Material_Type_2
MAT006482,Material_Type_1
MAT006483,Material_Type_2
MAT006484,Material_Type_1
MAT006485,Material_Type_2
MAT006486,Material_Type_2
MAT006487,Material_Type_2
MAT006488,Material_Type_2
MAT006489,Material_Type_2
MAT006490,Material_Type_2
MAT006491,Material_Type_2
MAT006492,Material_Type_1
MAT006493,Material_Type_1
MAT006494,Material_Type_1
MAT006495,Material_Type_1
MAT006496,Material_Type_1
MAT006497,Material_Type_1
MAT006498,Material_Type_1
MAT006499,Material_Type_2
MAT006500,Material_Type_1
MAT006501,Material_Type_1
MAT006502,Material_Type_1
MAT006503,Material_Type_1
MAT006504,Material_Type_2
MAT006505,Material_Type_1
MAT006506,Material_Type_2
MAT006507,Material_Type_2
MAT006508,Material_Type_1
MAT006509,Material_Type_2
MAT006510,Material_Type_1
MAT006511,Material_Type_2
MAT006512,Material_Type_2
MAT006513,Material_Type_2
MAT006514,Material_Type_1
MAT006515,Material_Type_2
MAT006516,Material_Type_1
MAT006517,Material_Type_2
MAT006518,Material_Type_2
MAT006519,Material_Type_1
MAT006520,Material_Type_2
MAT006521,Material_Type_1
MAT006522,Material_Type_2
MAT006523,Material_Type_2
MAT006524,Material_Type_1
MAT006525,Material_Type_1
MAT006526,Material_Type_2
MAT006527,Material_Type_2
MAT006528,Material_Type_2
MAT006529,Material_Type_1
MAT006530,Material_Type_2
MAT006531,Material_Type_2
MAT006532,Material_Type_1
MAT006533,Material_Type_1
MAT006534,Material_Type_2
MAT006535,Material_Type_2
MAT006536,Material_Type_2
MAT006537,Material_Type_1
MAT006538,Material_Type_1
MAT006539,Material_Type_1
MAT006540,Material_Type_1
MAT006541,Material_Type_2
MAT006542,Material_Type_2
MAT006543,Material_Type_2
MAT006544,Material_Type_1
MAT006545,Material_Type_2
MAT006546,Material_Type_1
MAT006547,Material_Type_1
MAT006548,Material_Type_2
MAT006549,Material_Type_1
MAT006550,Material_Type_1
MAT006551,Material_Type_1
MAT006552,Material_Type_2
MAT006553,Material_Type_1
MAT006554,Material_Type_1
MAT006555,Material_Type_2
MAT006556,Material_Type_1
MAT006557,Material_Type_2
MAT006558,Material_Type_1
MAT006559,Material_Type_1
MAT006560,Material_Type_2
MAT006561,Material_Type_1
MAT006562,Material_Type_1
MAT006563,Material_Type_1
MAT006564,Material_Type_2
MAT006565,Material_Type_1
MAT006566,Material_Type_1
MAT006567,Material_Type_1
MAT006568,Material_Type_2
MAT006569,Material_Type_2
MAT006570,Material_Type_2
MAT006571,Material_Type_1
MAT006572,Material_Type_2
MAT006573,Material_Type_1
MAT006574,Material_Type_1
MAT006575,Material_Type_2
MAT006576,Material_Type_1
MAT006577,Material_Type_2
MAT006578,Material_Type_1
MAT006579,Material_Type_2
MAT006580,Material_Type_2
MAT006581,Material_Type_2
MAT006582,Material_Type_2
MAT006583,Material_Type_1
MAT006584,Material_Type_2
MAT006585,Material_Type_1
MAT006586,Material_Type_2
MAT006587,Material_Type_2
MAT006588,Material_Type_2
MAT006589,Material_Type_1
MAT006590,Material_Type_2
MAT006591,Material_Type_2
MAT006592,Material_Type_1
MAT006593,Material_Type_2
MAT006594,Material_Type_2
MAT006595,Material_Type_1
MAT006596,Material_Type_2
MAT006597,Material_Type_1
MAT006598,Material_Type_2
MAT006599,Material_Type_2
MAT006600,Material_Type_1
MAT006601,Material_Type_2
MAT006602,Material_Type_2
MAT006603,Material_Type_1
MAT006604,Material_Type_2
MAT006605,Material_Type_1
MAT006606,Material_Type_2
MAT006607,Material_Type_1
MAT006608,Material_Type_2
MAT006609,Material_Type_2
MAT006610,Material_Type_2
MAT006611,Material_Type_1
MAT006612,Material_Type_2
MAT006613,Material_Type_2
MAT006614,Material_Type_2
MAT006615,Material_Type_2
MAT006616,Material_Type_2
MAT006617,Material_Type_2
MAT006618,Material_Type_2
MAT006619,Material_Type_1
MAT006620,Material_Type_2
MAT006621,Material_Type_1
MAT006622,Material_Type_1
MAT006623,Material_Type_2
MAT006624,Material_Type_2
MAT006625,Material_Type_1
MAT006626,Material_Type_2
MAT006627,Material_Type_2
MAT006628,Material_Type_2
MAT006629,Material_Type_1
MAT006630,Material_Type_1
MAT006631,Material_Type_1
MAT006632,Material_Type_2
MAT006633,Material_Type_1
MAT006634,Material_Type_1
MAT006635,Material_Type_2
MAT006636,Material_Type_2
MAT006637,Material_Type_2
MAT006638,Material_Type_1
MAT006639,Material_Type_2
MAT006640,Material_Type_1
MAT006641,Material_Type_1
MAT006642,Material_Type_1
MAT006643,Material_Type_1
MAT006644,Material_Type_1
MAT006645,Material_Type_2
MAT006646,Material_Type_2
MAT006647,Material_Type_2
MAT006648,Material_Type_2
MAT006649,Material_Type_1
MAT006650,Material_Type_1
MAT006651,Material_Type_1
MAT006652,Material_Type_2
MAT006653,Material_Type_1
MAT006654,Material_Type_1
MAT006655,Material_Type_1
MAT006656,Material_Type_2
MAT006657,Material_Type_2
MAT006658,Material_Type_2
MAT006659,Material_Type_1
MAT006660,Material_Type_2
MAT006661,Material_Type_2
MAT006662,Material_Type_1
MAT006663,Material_Type_1
MAT006664,Material_Type_2
MAT006665,Material_Type_2
MAT006666,Material_Type_2
MAT006667,Material_Type_1
MAT006668,Material_Type_1
MAT006669,Material_Type_1
MAT006670,Material_Type_2
MAT006671,Material_Type_1
MAT006672,Material_Type_1
MAT006673,Material_Type_2
MAT006674,Material_Type_2
MAT006675,Material_Type_2
MAT006676,Material_Type_1
MAT006677,Material_Type_1
MAT006678,Material_Type_1
MAT006679,Material_Type_2
MAT006680,Material_Type_2
MAT006681,Material_Type_2
MAT006682,Material_Type_2
MAT006683,Material_Type_2
MAT006684,Material_Type_1
MAT006685,Material_Type_2
MAT006686,Material_Type_2
MAT006687,Material_Type_1
MAT006688,Material_Type_2
MAT006689,Material_Type_2
MAT006690,Material_Type_1
MAT006691,Material_Type_1
MAT006692,Material_Type_2
MAT006693,Material_Type_2
MAT006694,Material_Type_2
MAT006695,Material_Type_2
MAT006696,Material_Type_1
MAT006697,Material_Type_1
MAT006698,Material_Type_1
MAT006699,Material_Type_1
MAT006700,Material_Type_1
MAT006701,Material_Type_1
MAT006702,Material_Type_1
MAT006703,Material_Type_1
MAT006704,Material_Type_1
MAT006705,Material_Type_1
MAT006706,Material_Type_1
MAT006707,Material_Type_1
MAT006708,Material_Type_1
MAT006709,Material_Type_1
MAT006710,Material_Type_1
MAT006711,Material_Type_2
MAT006712,Material_Type_2
MAT006713,Material_Type_2
MAT006714,Material_Type_2
MAT006715,Material_Type_2
MAT006716,Material_Type_1
MAT006717,Material_Type_1
MAT006718,Material_Type_2
MAT006719,Material_Type_1
MAT006720,Material_Type_1
MAT006721,Material_Type_1
MAT006722,Material_Type_2
MAT006723,Material_Type_2
MAT006724,Material_Type_1
MAT006725,Material_Type_2
MAT006726,Material_Type_2
MAT006727,Material_Type_1
MAT006728,Material_Type_1
MAT006729,Material_Type_1
MAT006730,Material_Type_2
MAT006731,Material_Type_1
MAT006732,Material_Type_1
MAT006733,Material_Type_1
MAT006734,Material_Type_2
MAT006735,Material_Type_1
MAT006736,Material_Type_2
MAT006737,Material_Type_2
MAT006738,Material_Type_1
MAT006739,Material_Type_1
MAT006740,Material_Type_2
MAT006741,Material_Type_1
MAT006742,Material_Type_1
MAT006743,Material_Type_1
MAT006744,Material_Type_1
MAT006745,Material_Type_1
MAT006746,Material_Type_2
MAT006747,Material_Type_1
MAT006748,Material_Type_2
MAT006749,Material_Type_1
MAT006750,Material_Type_1
MAT006751,Material_Type_2
MAT006752,Material_Type_1
MAT006753,Material_Type_2
MAT006754,Material_Type_2
MAT006755,Material_Type_1
MAT006756,Material_Type_2
MAT006757,Material_Type_1
MAT006758,Material_Type_2
MAT006759,Material_Type_2
MAT006760,Material_Type_1
MAT006761,Material_Type_2
MAT006762,Material_Type_1
MAT006763,Material_Type_1
MAT006764,Material_Type_2
MAT006765,Material_Type_1
MAT006766,Material_Type_2
MAT006767,Material_Type_1
MAT006768,Material_Type_2
MAT006769,Material_Type_2
MAT006770,Material_Type_1
MAT006771,Material_Type_2
MAT006772,Material_Type_2
MAT006773,Material_Type_2
MAT006774,Material_Type_2
MAT006775,Material_Type_1
MAT006776,Material_Type_2
MAT006777,Material_Type_2
MAT006778,Material_Type_2
MAT006779,Material_Type_2
MAT006780,Material_Type_2
MAT006781,Material_Type_1
MAT006782,Material_Type_2
MAT006783,Material_Type_1
MAT006784,Material_Type_2
MAT006785,Material_Type_2
MAT006786,Material_Type_2
MAT006787,Material_Type_1
MAT006788,Material_Type_2
MAT006789,Material_Type_1
MAT006790,Material_Type_1
MAT006791,Material_Type_1
MAT006792,Material_Type_2
MAT006793,Material_Type_2
MAT006794,Material_Type_2
MAT006795,Material_Type_1
MAT006796,Material_Type_1
MAT006797,Material_Type_2
MAT006798,Material_Type_1
MAT006799,Material_Type_2
MAT006800,Material_Type_1
MAT006801,Material_Type_1
MAT006802,Material_Type_1
MAT006803,Material_Type_1
MAT006804,Material_Type_1
MAT006805,Material_Type_1
MAT006806,Material_Type_2
MAT006807,Material_Type_2
MAT006808,Material_Type_2
MAT006809,Material_Type_2
MAT006810,Material_Type_1
MAT006811,Material_Type_1
MAT006812,Material_Type_2
MAT006813,Material_Type_2
MAT006814,Material_Type_1
MAT006815,Material_Type_2
MAT006816,Material_Type_2
MAT006817,Material_Type_1
MAT006818,Material_Type_2
MAT006819,Material_Type_2
MAT006820,Material_Type_2
MAT006821,Material_Type_2
MAT006822,Material_Type_1
MAT006823,Material_Type_2
MAT006824,Material_Type_2
MAT006825,Material_Type_1
MAT006826,Material_Type_1
MAT006827,Material_Type_2
MAT006828,Material_Type_1
MAT006829,Material_Type_2
MAT006830,Material_Type_1
MAT006831,Material_Type_1
MAT006832,Material_Type_1
MAT006833,Material_Type_2
MAT006834,Material_Type_2
MAT006835,Material_Type_1
MAT006836,Material_Type_2
MAT006837,Material_Type_2
MAT006838,Material_Type_1
MAT006839,Material_Type_1
MAT006840,Material_Type_1
MAT006841,Material_Type_2
MAT006842,Material_Type_2
MAT006843,Material_Type_1
MAT006844,Material_Type_2
MAT006845,Material_Type_2
MAT006846,Material_Type_2
MAT006847,Material_Type_2
MAT006848,Material_Type_1
MAT006849,Material_Type_1
MAT006850,Material_Type_2
MAT006851,Material_Type_1
MAT006852,Material_Type_2
MAT006853,Material_Type_1
MAT006854,Material_Type_1
MAT006855,Material_Type_1
MAT006856,Material_Type_1
MAT006857,Material_Type_1
MAT006858,Material_Type_1
MAT006859,Material_Type_1
MAT006860,Material_Type_2
MAT006861,Material_Type_1
MAT006862,Material_Type_1
MAT006863,Material_Type_2
MAT006864,Material_Type_2
MAT006865,Material_Type_2
MAT006866,Material_Type_1
MAT006867,Material_Type_2
MAT006868,Material_Type_2
MAT006869,Material_Type_2
MAT006870,Material_Type_1
MAT006871,Material_Type_2
MAT006872,Material_Type_2
MAT006873,Material_Type_1
MAT006874,Material_Type_1
MAT006875,Material_Type_2
MAT006876,Material_Type_2
MAT006877,Material_Type_1
MAT006878,Material_Type_2
MAT006879,Material_Type_2
MAT006880,Material_Type_1
MAT006881,Material_Type_1
MAT006882,Material_Type_1
MAT006883,Material_Type_1
MAT006884,Material_Type_1
MAT006885,Material_Type_2
MAT006886,Material_Type_1
MAT006887,Material_Type_2
MAT006888,Material_Type_1
MAT006889,Material_Type_1
MAT006890,Material_Type_2
MAT006891,Material_Type_2
MAT006892,Material_Type_1
MAT006893,Material_Type_1
MAT006894,Material_Type_2
MAT006895,Material_Type_2
MAT006896,Material_Type_2
MAT006897,Material_Type_2
MAT006898,Material_Type_2
MAT006899,Material_Type_1
MAT006900,Material_Type_2
MAT006901,Material_Type_1
MAT006902,Material_Type_1
MAT006903,Material_Type_1
MAT006904,Material_Type_2
MAT006905,Material_Type_1
MAT006906,Material_Type_2
MAT006907,Material_Type_2
MAT006908,Material_Type_2
MAT006909,Material_Type_1
MAT006910,Material_Type_1
MAT006911,Material_Type_2
MAT006912,Material_Type_2
MAT006913,Material_Type_2
MAT006914,Material_Type_1
MAT006915,Material_Type_1
MAT006916,Material_Type_1
MAT006917,Material_Type_1
MAT006918,Material_Type_2
MAT006919,Material_Type_1
MAT006920,Material_Type_2
MAT006921,Material_Type_1
MAT006922,Material_Type_1
MAT006923,Material_Type_2
MAT006924,Material_Type_2
MAT006925,Material_Type_2
MAT006926,Material_Type_2
MAT006927,Material_Type_1
MAT006928,Material_Type_1
MAT006929,Material_Type_2
MAT006930,Material_Type_1
MAT006931,Material_Type_2
MAT006932,Material_Type_1
MAT006933,Material_Type_1
MAT006934,Material_Type_1
MAT006935,Material_Type_2
MAT006936,Material_Type_2
MAT006937,Material_Type_2
MAT006938,Material_Type_2
MAT006939,Material_Type_1
MAT006940,Material_Type_1
MAT006941,Material_Type_1
MAT006942,Material_Type_1
MAT006943,Material_Type_2
MAT006944,Material_Type_2
MAT006945,Material_Type_1
MAT006946,Material_Type_1
MAT006947,Material_Type_2
MAT006948,Material_Type_1
MAT006949,Material_Type_1
MAT006950,Material_Type_1
MAT006951,Material_Type_2
MAT006952,Material_Type_2
MAT006953,Material_Type_1
MAT006954,Material_Type_1
MAT006955,Material_Type_1
MAT006956,Material_Type_2
MAT006957,Material_Type_2
MAT006958,Material_Type_1
MAT006959,Material_Type_1
MAT006960,Material_Type_1
MAT006961,Material_Type_1
MAT006962,Material_Type_2
MAT006963,Material_Type_1
MAT006964,Material_Type_1
